NM_001001412.4,NM_001001412.4,100.000,3212,0,0,1,3212,1,3212,0.0,5793
NM_001001412.4,BC036193.1,99.414,3071,15,1,13,3080,1,3071,0.0,5456
NM_001001412.4,NG_016855.1,100.000,2511,0,0,702,3212,8142,10652,0.0,4529
NM_001001412.4,NG_016855.1,99.579,713,3,0,1,713,4992,5704,0.0,1273
NM_001001412.4,NG_016855.1,84.906,106,15,1,2903,3007,2850,2745,3.21e-22,116
NM_001001412.4,NG_016855.1,80.952,105,19,1,2903,3006,6807,6911,3.01e-16,96.9
NM_001001412.4,NG_016855.1,84.270,89,13,1,2903,2990,1977,1889,1.05e-15,95.1
NM_001001412.4,NG_016855.1,76.389,144,30,4,2891,3031,1003,861,3.66e-15,93.3
NM_001001412.4,NG_016855.1,86.486,74,8,1,2902,2973,3084,3011,5.44e-13,86.9
NM_001001412.4,NG_016855.1,80.435,92,17,1,2900,2990,2114,2023,6.63e-12,82.4
NM_001001412.4,AL139339.22,100.000,2511,0,0,702,3212,33211,30701,0.0,4529
NM_001001412.4,AL139339.22,99.579,713,3,0,1,713,36361,35649,0.0,1273
NM_001001412.4,AL139339.22,81.538,130,23,1,2879,3007,83138,83009,2.16e-24,123
NM_001001412.4,AL139339.22,85.455,110,15,1,2890,2998,93405,93514,2.16e-24,123
NM_001001412.4,AL139339.22,84.906,106,15,1,2903,3007,38503,38608,3.21e-22,116
NM_001001412.4,AL139339.22,80.882,136,20,4,2902,3034,43489,43357,3.21e-22,116
NM_001001412.4,AL139339.22,81.667,120,16,2,2894,3007,66632,66751,1.12e-21,114
NM_001001412.4,AL139339.22,72.680,194,53,0,153,346,56493,56300,1.37e-20,112
NM_001001412.4,AL139339.22,81.897,116,20,1,2893,3007,63231,63116,1.37e-20,112
NM_001001412.4,AL139339.22,81.513,119,20,2,2891,3007,57893,57775,4.77e-20,109
NM_001001412.4,AL139339.22,84.314,102,15,1,2892,2992,62912,62811,4.77e-20,109
NM_001001412.4,AL139339.22,80.508,118,22,1,2891,3007,58952,59069,5.81e-19,106
NM_001001412.4,AL139339.22,77.305,141,29,2,2890,3029,61055,61193,2.03e-18,104
NM_001001412.4,AL139339.22,79.832,119,23,1,2890,3007,73285,73403,2.03e-18,104
NM_001001412.4,AL139339.22,81.081,111,20,1,2889,2998,97547,97437,7.07e-18,103
NM_001001412.4,AL139339.22,79.508,122,22,2,2889,3007,44708,44829,7.07e-18,102
NM_001001412.4,AL139339.22,79.661,118,23,1,2891,3007,79395,79278,7.07e-18,102
NM_001001412.4,AL139339.22,80.531,113,21,1,2896,3007,96428,96540,7.07e-18,102
NM_001001412.4,AL139339.22,83.000,100,16,1,2892,2990,10674,10773,2.47e-17,101
NM_001001412.4,AL139339.22,83.000,100,16,1,2892,2990,52215,52116,2.47e-17,101
NM_001001412.4,AL139339.22,81.308,107,19,1,2902,3007,25897,25791,2.47e-17,100
NM_001001412.4,AL139339.22,79.487,117,23,1,2892,3007,60920,61036,2.47e-17,100
NM_001001412.4,AL139339.22,83.505,97,15,1,2903,2998,94776,94680,2.47e-17,100
NM_001001412.4,AL139339.22,81.308,107,19,1,2893,2998,100635,100741,2.47e-17,100
NM_001001412.4,AL139339.22,78.992,119,24,1,2890,3007,64703,64585,8.62e-17,99.6
NM_001001412.4,AL139339.22,80.952,105,19,1,2903,3006,34546,34442,3.01e-16,96.9
NM_001001412.4,AL139339.22,81.308,107,18,2,2893,2998,46513,46408,3.01e-16,96.9
NM_001001412.4,AL139339.22,78.947,114,23,1,2893,3005,7752,7639,1.05e-15,95.1
NM_001001412.4,AL139339.22,84.270,89,13,1,2903,2990,39376,39464,1.05e-15,95.1
NM_001001412.4,AL139339.22,81.818,99,17,1,2892,2989,67456,67554,1.05e-15,95.1
NM_001001412.4,AL139339.22,80.769,104,19,1,2903,3005,92418,92521,1.05e-15,95.1
NM_001001412.4,AL139339.22,76.389,144,30,4,2891,3031,40350,40492,3.66e-15,93.3
NM_001001412.4,AL139339.22,80.374,107,19,2,2903,3007,49969,50075,1.28e-14,92.4
NM_001001412.4,AL139339.22,77.778,117,25,1,2892,3007,13273,13157,1.28e-14,91.5
NM_001001412.4,AL139339.22,79.646,113,20,3,2877,2988,99774,99884,4.46e-14,90.6
NM_001001412.4,AL139339.22,78.704,108,22,1,2892,2998,55333,55226,1.56e-13,88.7
NM_001001412.4,AL139339.22,82.955,88,14,1,2904,2990,103102,103015,1.56e-13,88.7
NM_001001412.4,AL139339.22,76.667,120,27,1,2889,3007,43995,43876,1.56e-13,87.8
NM_001001412.4,AL139339.22,79.439,107,20,2,2902,3007,49385,49280,1.56e-13,87.8
NM_001001412.4,AL139339.22,86.486,74,8,1,2902,2973,38269,38342,5.44e-13,86.9
NM_001001412.4,AL139339.22,80.198,101,17,2,2890,2989,67589,67687,5.44e-13,86.9
NM_001001412.4,AL139339.22,78.182,110,21,2,2892,2998,16516,16625,1.90e-12,85.1
NM_001001412.4,AL139339.22,80.000,100,17,2,2892,2990,81751,81654,1.90e-12,85.1
NM_001001412.4,AL139339.22,78.095,105,22,1,2904,3007,82973,82869,6.63e-12,83.3
NM_001001412.4,AL139339.22,80.435,92,17,1,2917,3007,8795,8886,6.63e-12,82.4
NM_001001412.4,AL139339.22,80.435,92,17,1,2900,2990,39239,39330,6.63e-12,82.4
NM_001001412.4,AL139339.22,75.200,125,28,2,2902,3025,4281,4403,2.31e-11,80.6
NM_001001412.4,AL139339.22,75.862,116,27,1,2893,3007,5486,5601,2.31e-11,80.6
NM_001001412.4,AL139339.22,72.078,154,33,3,2856,3007,79556,79411,2.31e-11,80.6
NM_001001412.4,AL139339.22,76.271,118,26,2,2892,3007,84321,84204,2.31e-11,80.6
NM_001001412.4,AL139339.22,76.068,117,25,2,2892,3007,75986,75872,8.07e-11,79.7
NM_001001412.4,AL139339.22,81.176,85,15,1,2890,2973,64567,64483,8.07e-11,78.8
NM_001001412.4,AL139339.22,76.852,108,22,2,2903,3007,46375,46268,2.82e-10,77.0
NM_001001412.4,AL139339.22,79.775,89,17,1,2903,2990,89987,90075,2.82e-10,77.0
NM_001001412.4,AL139339.22,75.893,112,24,2,2897,3007,47955,47846,9.83e-10,75.2
NM_001001412.4,AL139339.22,73.239,142,35,3,724,865,51143,51005,9.83e-10,75.2
NM_001001412.4,AL139339.22,87.302,63,7,1,2912,2973,93562,93624,9.83e-10,75.2
NM_001001412.4,NG_184081.1,100.000,250,0,0,1,250,250,1,3.41e-123,452
NM_001001412.4,CP139547.2,91.803,122,9,1,2892,3012,5183105,5182984,4.76e-39,172
NM_001001412.4,CP139547.2,90.598,117,10,1,2892,3007,47847987,47847871,1.05e-34,159
NM_001001412.4,CP139547.2,85.612,139,19,1,2897,3034,14804356,14804218,1.05e-34,158
NM_001001412.4,CP139547.2,85.517,145,15,4,2906,3049,46183124,46183263,1.28e-33,155
NM_001001412.4,CP139547.2,82.468,154,26,1,2891,3043,10161199,10161352,4.46e-33,153
NM_001001412.4,CP139547.2,84.247,146,21,2,2897,3040,36807615,36807470,4.46e-33,153
NM_001001412.4,CP139547.2,87.903,124,14,1,2885,3007,47800874,47800997,4.46e-33,153
NM_001001412.4,CP139547.2,86.466,133,16,2,2892,3022,14582771,14582639,4.46e-33,152
NM_001001412.4,CP139547.2,83.221,149,20,2,2903,3046,39537063,39536915,4.46e-33,152
NM_001001412.4,CP139547.2,86.667,135,15,3,2903,3036,40829999,40829867,4.46e-33,152
NM_001001412.4,CP139547.2,80.663,181,29,5,2848,3025,42997052,42996875,4.46e-33,152
NM_001001412.4,CP139547.2,84.783,138,20,1,2892,3028,47213588,47213725,1.56e-32,151
NM_001001412.4,CP139547.2,88.983,118,12,1,2891,3007,53320295,53320178,1.56e-32,151
NM_001001412.4,CP139547.2,85.821,134,17,2,2889,3021,11020732,11020864,5.43e-32,150
NM_001001412.4,CP139547.2,88.889,117,12,1,2892,3007,17777138,17777022,5.43e-32,150
NM_001001412.4,CP139547.2,90.179,112,10,1,2902,3012,51162686,51162797,5.43e-32,150
NM_001001412.4,CP139547.2,85.294,136,18,2,2892,3026,30802657,30802523,5.43e-32,149
NM_001001412.4,CP139547.2,88.793,116,12,1,2892,3006,6003695,6003580,1.90e-31,148
NM_001001412.4,CP139547.2,87.200,125,13,2,2891,3012,13440556,13440432,1.90e-31,148
NM_001001412.4,CP139547.2,88.793,116,12,1,2892,3006,43775876,43775991,1.90e-31,148
NM_001001412.4,CP139547.2,84.672,137,18,2,2892,3027,3779477,3779343,1.90e-31,147
NM_001001412.4,CP139547.2,80.982,163,25,3,2892,3049,16496333,16496494,1.90e-31,147
NM_001001412.4,CP139547.2,88.136,118,13,1,2891,3007,52645099,52645216,1.90e-31,147
NM_001001412.4,CP139547.2,84.173,139,19,2,2892,3029,17766138,17766274,6.62e-31,146
NM_001001412.4,CP139547.2,85.606,132,17,2,2892,3022,19245421,19245551,6.62e-31,146
NM_001001412.4,CP139547.2,87.500,120,14,1,2889,3007,40279709,40279590,6.62e-31,146
NM_001001412.4,CP139547.2,84.444,135,20,1,2892,3025,50224019,50223885,6.62e-31,146
NM_001001412.4,CP139547.2,90.654,107,9,1,2902,3007,4402420,4402314,6.62e-31,145
NM_001001412.4,CP139547.2,83.916,143,19,3,2889,3029,6437381,6437241,6.62e-31,145
NM_001001412.4,CP139547.2,86.885,122,15,1,2892,3012,7112542,7112421,6.62e-31,145
NM_001001412.4,CP139547.2,88.034,117,13,1,2897,3012,14800087,14799971,6.62e-31,145
NM_001001412.4,CP139547.2,90.654,107,9,1,2902,3007,15195072,15195178,6.62e-31,145
NM_001001412.4,CP139547.2,86.885,122,15,1,2892,3012,17875243,17875364,6.62e-31,145
NM_001001412.4,CP139547.2,88.034,117,13,1,2892,3007,49938100,49937984,6.62e-31,145
NM_001001412.4,CP139547.2,86.992,123,13,2,2888,3007,19325481,19325603,2.31e-30,144
NM_001001412.4,CP139547.2,85.496,131,17,2,2893,3022,40321266,40321137,2.31e-30,144
NM_001001412.4,CP139547.2,87.395,119,14,1,2890,3007,50322186,50322304,2.31e-30,144
NM_001001412.4,CP139547.2,84.559,136,19,2,2891,3025,50368784,50368650,2.31e-30,144
NM_001001412.4,CP139547.2,83.824,136,21,1,2892,3026,1981193,1981328,2.31e-30,143
NM_001001412.4,CP139547.2,86.777,121,15,1,2888,3007,4058006,4057886,2.31e-30,143
NM_001001412.4,CP139547.2,87.931,116,13,1,2893,3007,7961456,7961341,2.31e-30,143
NM_001001412.4,CP139547.2,88.136,118,12,2,2892,3007,11299910,11299793,2.31e-30,143
NM_001001412.4,CP139547.2,87.931,116,13,1,2893,3007,14923389,14923504,2.31e-30,143
NM_001001412.4,CP139547.2,80.925,173,26,6,2894,3059,49682993,49682821,2.31e-30,143
NM_001001412.4,CP139547.2,86.885,122,13,2,2909,3027,3409321,3409442,8.07e-30,142
NM_001001412.4,CP139547.2,92.857,98,6,1,2902,2998,37328450,37328547,8.07e-30,142
NM_001001412.4,CP139547.2,84.173,139,18,3,2889,3025,40435810,40435946,8.07e-30,142
NM_001001412.4,CP139547.2,85.156,128,18,1,2892,3018,51681994,51681867,8.07e-30,142
NM_001001412.4,CP139547.2,83.704,135,21,1,2892,3025,6357345,6357479,8.07e-30,141
NM_001001412.4,CP139547.2,83.099,142,22,2,2904,3044,7213133,7212993,8.07e-30,141
NM_001001412.4,CP139547.2,86.179,123,12,2,2891,3012,7430611,7430493,8.07e-30,141
NM_001001412.4,CP139547.2,88.034,117,12,2,2892,3007,8260076,8260191,8.07e-30,141
NM_001001412.4,CP139547.2,83.333,144,21,3,2885,3025,16508662,16508519,8.07e-30,141
NM_001001412.4,CP139547.2,83.704,135,21,1,2893,3026,18622143,18622277,8.07e-30,141
NM_001001412.4,CP139547.2,82.877,146,21,3,2892,3036,40953923,40954065,8.07e-30,141
NM_001001412.4,CP139547.2,86.667,120,15,1,2889,3007,41585419,41585538,8.07e-30,141
NM_001001412.4,CP139547.2,87.826,115,13,1,2892,3005,47179292,47179178,8.07e-30,141
NM_001001412.4,CP139547.2,83.916,143,19,4,2892,3031,7848331,7848472,2.82e-29,141
NM_001001412.4,CP139547.2,87.179,117,14,1,2892,3007,8261519,8261403,2.82e-29,141
NM_001001412.4,CP139547.2,88.393,112,12,1,2902,3012,10196927,10197038,2.82e-29,141
NM_001001412.4,CP139547.2,87.179,117,14,1,2892,3007,11800646,11800762,2.82e-29,141
NM_001001412.4,CP139547.2,87.179,117,14,1,2892,3007,14665794,14665910,2.82e-29,141
NM_001001412.4,CP139547.2,84.091,132,20,1,2892,3022,36162815,36162946,2.82e-29,141
NM_001001412.4,CP139547.2,86.066,122,16,1,2892,3012,41838685,41838564,2.82e-29,141
NM_001001412.4,CP139547.2,87.179,117,14,1,2892,3007,46238996,46239112,2.82e-29,141
NM_001001412.4,CP139547.2,87.179,117,14,1,2892,3007,47805157,47805041,2.82e-29,141
NM_001001412.4,CP139547.2,79.191,173,32,3,2881,3052,51165287,51165118,2.82e-29,141
NM_001001412.4,CP139547.2,80.625,160,27,3,2892,3048,4735932,4736090,2.82e-29,140
NM_001001412.4,CP139547.2,84.733,131,18,2,2892,3020,8569074,8568944,2.82e-29,140
NM_001001412.4,CP139547.2,86.555,119,15,1,2890,3007,9417206,9417088,2.82e-29,140
NM_001001412.4,CP139547.2,88.496,113,10,2,2903,3012,14314584,14314696,2.82e-29,140
NM_001001412.4,CP139547.2,85.938,128,15,3,2893,3019,14429473,14429598,2.82e-29,140
NM_001001412.4,CP139547.2,86.555,119,15,1,2890,3007,35660768,35660886,2.82e-29,140
NM_001001412.4,CP139547.2,82.979,141,22,2,2889,3028,35725276,35725137,2.82e-29,140
NM_001001412.4,CP139547.2,83.824,136,20,2,2890,3024,47180941,47180807,2.82e-29,140
NM_001001412.4,CP139547.2,81.944,144,25,1,2892,3034,51018311,51018454,2.82e-29,140
NM_001001412.4,CP139547.2,82.517,143,22,2,2890,3031,52853955,52853815,2.82e-29,140
NM_001001412.4,CP139547.2,86.555,119,15,1,2903,3020,57952181,57952063,2.82e-29,140
NM_001001412.4,CP139547.2,89.623,106,10,1,2903,3007,902497,902392,9.83e-29,139
NM_001001412.4,CP139547.2,83.333,138,21,2,2892,3028,2477454,2477318,9.83e-29,139
NM_001001412.4,CP139547.2,87.288,118,13,2,2892,3007,6393803,6393920,9.83e-29,139
NM_001001412.4,CP139547.2,88.496,113,11,2,2888,2998,14587331,14587219,9.83e-29,139
NM_001001412.4,CP139547.2,87.069,116,14,1,2893,3007,15725544,15725429,9.83e-29,139
NM_001001412.4,CP139547.2,88.288,111,12,1,2903,3012,18301744,18301854,9.83e-29,139
NM_001001412.4,CP139547.2,85.950,121,16,1,2893,3012,19033212,19033332,9.83e-29,139
NM_001001412.4,CP139547.2,85.156,128,17,2,2903,3029,31943894,31943768,9.83e-29,139
NM_001001412.4,CP139547.2,87.288,118,13,2,2891,3007,31960744,31960860,9.83e-29,139
NM_001001412.4,CP139547.2,85.039,127,15,2,2903,3025,32073435,32073309,9.83e-29,139
NM_001001412.4,CP139547.2,84.211,133,19,2,2891,3022,35992537,35992668,9.83e-29,139
NM_001001412.4,CP139547.2,89.623,106,10,1,2903,3007,40977034,40977139,9.83e-29,139
NM_001001412.4,CP139547.2,82.857,140,21,2,2890,3028,41811110,41810973,9.83e-29,139
NM_001001412.4,CP139547.2,85.950,121,16,1,2888,3007,43268154,43268034,9.83e-29,139
NM_001001412.4,CP139547.2,88.889,108,10,1,2902,3007,46133519,46133626,9.83e-29,139
NM_001001412.4,CP139547.2,84.444,135,18,3,2893,3025,49050694,49050561,9.83e-29,139
NM_001001412.4,CP139547.2,93.548,93,5,1,2906,2997,7157574,7157482,9.83e-29,138
NM_001001412.4,CP139547.2,84.091,132,18,2,2902,3032,9749866,9749995,9.83e-29,138
NM_001001412.4,CP139547.2,83.459,133,21,1,2894,3025,12636781,12636913,9.83e-29,138
NM_001001412.4,CP139547.2,86.441,118,15,1,2891,3007,15316027,15316144,9.83e-29,138
NM_001001412.4,CP139547.2,83.704,135,20,2,2892,3025,19045031,19045164,9.83e-29,138
NM_001001412.4,CP139547.2,85.600,125,16,2,2904,3027,33878930,33879053,9.83e-29,138
NM_001001412.4,CP139547.2,85.366,123,17,1,2891,3012,36135184,36135062,9.83e-29,138
NM_001001412.4,CP139547.2,85.075,134,16,4,2896,3027,37452360,37452229,9.83e-29,138
NM_001001412.4,CP139547.2,82.609,138,23,1,2890,3026,41564904,41564767,9.83e-29,138
NM_001001412.4,CP139547.2,85.271,129,15,3,2902,3028,42728483,42728609,9.83e-29,138
NM_001001412.4,CP139547.2,82.394,142,22,2,2887,3027,43162843,43162982,9.83e-29,138
NM_001001412.4,CP139547.2,86.441,118,15,1,2891,3007,50258622,50258505,9.83e-29,138
NM_001001412.4,CP139547.2,86.441,118,15,1,2891,3007,56574447,56574564,9.83e-29,138
NM_001001412.4,CP139547.2,85.366,123,17,1,2890,3011,56871522,56871644,9.83e-29,138
NM_001001412.4,CP139547.2,83.688,141,19,4,2891,3029,2349902,2349764,3.43e-28,137
NM_001001412.4,CP139547.2,85.833,120,16,1,2889,3007,6659007,6659126,3.43e-28,137
NM_001001412.4,CP139547.2,85.039,127,17,2,2892,3016,7897471,7897597,3.43e-28,137
